importance_rank,feature,source_group,data_type,definition,model_use,intuitive_risk_direction,intuitive_reason,observed_model_direction,direct_mean_abs_shap_log_odds,missing_indicator_mean_abs_shap_log_odds,total_mean_abs_shap_log_odds,direct_gain,missing_indicator_gain,total_gain,split_count,missing_rate,missing_effect_log_odds,value_shap_spearman,value_target_spearman,upper_minus_lower_shap,upper_minus_lower_event_rate_pp,category_effect_detail,shap_share,gain_share,importance_tier,strongest_related_feature,strongest_absolute_association,association_method,related_features_ge_0_50,substitutability_assessment
136,BUREAU_ANNUITY_SUM,Credit bureau,numeric,Credit bureau aggregate: annuity sum.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,A larger count can mean deeper history or greater credit exposure; composition and recency matter.,higher -> more risk,0.002553996708448557,6.946803126928112e-05,0.002623464739717838,986.9577748775482,17.269089698791504,1004.2268645763397,92,0.7370737312203265,0.00018603172962887657,0.7826266774450664,0.03190315668634529,0.022388599564983427,3.0494620259173515,{},0.0008413846411026839,0.001621415531949415,Tier 4 - residual,,,,[],low measured redundancy; not a demonstrated substitute
137,CC_DRAWINGS_SUM,Credit card history,numeric,Credit card history aggregate: drawings sum.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,A larger count can mean deeper history or greater credit exposure; composition and recency matter.,higher -> more risk,0.0025897519118124445,0.0,0.0025897519118124445,626.3017706871033,0.0,626.3017706871033,50,0.7222884644568257,0.0,0.7795168013469486,0.055322985370771724,0.024807681415103672,3.7136115268546246,{},0.0008305724296106449,0.0010112211239318959,Tier 4 - residual,CC_BALANCE_MAX,0.9206065652231542,Spearman rho,"[{""feature"": ""CC_BALANCE_MAX"", ""absolute_association"": 0.920607, ""method"": ""Spearman rho""}, {""feature"": ""CC_RECEIVABLE_MAX"", ""absolute_association"": 0.919236, ""method"": ""Spearman rho""}, {""feature"": ""CC_PAYMENT_TOTAL_SUM"", ""absolute_association"": 0.916116, ""method"": ""Spearman rho""}, {""feature"": ""CC_DRAWINGS_MEAN"", ""absolute_association"": 0.891952, ""method"": ""Spearman rho""}, {""feature"": ""CC_DRAWING_COUNT_SUM"", ""absolute_association"": 0.884814, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
138,APARTMENTS_MEDI,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.0023820638018857265,4.2447685828231603e-05,0.002424511487713958,614.1178460121155,10.253199577331543,624.371045589447,49,0.510785440197715,-8.239387242107174e-05,-0.43456118959150775,-0.021076401087291845,-0.006074967489614874,-1.2523877131535368,{},0.0007775773377304646,0.0010081037928071355,Tier 4 - residual,APARTMENTS_AVG,0.9940273050269934,Spearman rho,"[{""feature"": ""APARTMENTS_AVG"", ""absolute_association"": 0.994027, ""method"": ""Spearman rho""}, {""feature"": ""LIVINGAPARTMENTS_MEDI"", ""absolute_association"": 0.972482, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_MODE"", ""absolute_association"": 0.970014, ""method"": ""Spearman rho""}, {""feature"": ""LIVINGAPARTMENTS_AVG"", ""absolute_association"": 0.968586, ""method"": ""Spearman rho""}, {""feature"": ""LIVINGAPARTMENTS_MODE"", ""absolute_association"": 0.948411, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
139,NONLIVINGAREA_AVG,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,mixed / weak marginal direction,0.002174024421364872,0.00023679124187240563,0.0024108156632372773,566.7551703453064,39.2044095993042,605.9595799446106,55,0.5552929954256726,0.0004802219181409698,-0.10354943324497176,-0.014488732242927316,0.002328060059400187,-0.9071505228662138,{},0.0007731848806154676,0.0009783768083820724,Tier 4 - residual,NONLIVINGAREA_MEDI,0.9802659013258164,Spearman rho,"[{""feature"": ""NONLIVINGAREA_MEDI"", ""absolute_association"": 0.980266, ""method"": ""Spearman rho""}, {""feature"": ""NONLIVINGAREA_MODE"", ""absolute_association"": 0.914563, ""method"": ""Spearman rho""}, {""feature"": ""NONLIVINGAPARTMENTS_AVG"", ""absolute_association"": 0.681168, ""method"": ""Spearman rho""}, {""feature"": ""NONLIVINGAPARTMENTS_MEDI"", ""absolute_association"": 0.665675, ""method"": ""Spearman rho""}, {""feature"": ""NONLIVINGAPARTMENTS_MODE"", ""absolute_association"": 0.62769, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
140,POS_DPD_SUM,POS/cash loan history,numeric,POS/cash loan history aggregate: dpd sum.,median imputation + missingness indicator when needed + LightGBM splits,higher -> more risk,"More arrears, burden, utilization, refusals, or missingness should raise risk.",higher -> less risk,0.002309053538114819,0.0,0.002309053538114819,267.9360704421997,0.0,267.9360704421997,30,0.06035510655364537,0.0,-0.32204969545177753,0.03788682106955052,-0.0011676676720934044,0.5082081062690924,{},0.0007405482349507673,0.00043260713441255487,Tier 4 - residual,POS_DPD_MAX,0.9987760545248721,Spearman rho,"[{""feature"": ""POS_DPD_MAX"", ""absolute_association"": 0.998776, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MEAN"", ""absolute_association"": 0.998628, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MONTH_COUNT"", ""absolute_association"": 0.99619, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MONTH_RATE"", ""absolute_association"": 0.994146, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_DEF_MAX"", ""absolute_association"": 0.797187, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
141,LIVINGAREA_MEDI,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.0022460457162458217,3.455367572687983e-05,0.0022805993919727016,796.4122204780579,12.324199676513672,808.7364201545715,60,0.503154334771392,6.802329220227382e-05,-0.4748134169661897,-0.03281935586685907,-0.0048935017762011205,-2.2023960744798363,{},0.0007314225618753048,0.0013057784442412788,Tier 4 - residual,LIVINGAREA_AVG,0.9953424390796124,Spearman rho,"[{""feature"": ""LIVINGAREA_AVG"", ""absolute_association"": 0.995342, ""method"": ""Spearman rho""}, {""feature"": ""LIVINGAREA_MODE"", ""absolute_association"": 0.968701, ""method"": ""Spearman rho""}, {""feature"": ""TOTALAREA_MODE"", ""absolute_association"": 0.93307, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_MEDI"", ""absolute_association"": 0.905369, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_AVG"", ""absolute_association"": 0.90258, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
142,LIVINGAPARTMENTS_MODE,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,mixed / weak marginal direction,0.0022759959208087854,0.0,0.0022759959208087854,816.9476299285889,0.0,816.9476299285889,70,0.6845882021375767,0.0,-0.054192038033044586,-0.025381997472475992,-0.0007296182925176694,-1.4379255893102745,{},0.0007299461593628415,0.0013190361886149101,Tier 4 - residual,LIVINGAPARTMENTS_MEDI,0.9712247892046839,Spearman rho,"[{""feature"": ""LIVINGAPARTMENTS_MEDI"", ""absolute_association"": 0.971225, ""method"": ""Spearman rho""}, {""feature"": ""LIVINGAPARTMENTS_AVG"", ""absolute_association"": 0.966716, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_MODE"", ""absolute_association"": 0.960956, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_MEDI"", ""absolute_association"": 0.948411, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_AVG"", ""absolute_association"": 0.94414, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
143,PREV_REFUSED_COUNT,Previous applications,numeric,Previous applications aggregate: refused count.,median imputation + missingness indicator when needed + LightGBM splits,higher -> more risk,"More arrears, burden, utilization, refusals, or missingness should raise risk.",higher -> more risk,0.00227360891627086,0.0,0.00227360891627086,521.7201652526855,0.0,521.7201652526855,31,0.054328267608992564,0.0,0.7847922810522678,0.06278960210683543,0.005369723348981465,3.2540718814424094,{},0.0007291806110686155,0.0008423646181072802,Tier 4 - residual,PREV_REFUSAL_RATE,0.9770780702220578,Spearman rho,"[{""feature"": ""PREV_REFUSAL_RATE"", ""absolute_association"": 0.977078, ""method"": ""Spearman rho""}, {""feature"": ""PREV_APPROVAL_RATE"", ""absolute_association"": 0.691574, ""method"": ""Spearman rho""}, {""feature"": ""PREV_APPLICATION_COUNT"", ""absolute_association"": 0.612163, ""method"": ""Spearman rho""}, {""feature"": ""PREV_UNIQUE_APPLICATION_COUNT"", ""absolute_association"": 0.612163, ""method"": ""Spearman rho""}, {""feature"": ""PREV_CREDIT_SUM"", ""absolute_association"": 0.525575, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
144,POS_DPD_MEAN,POS/cash loan history,numeric,POS/cash loan history aggregate: dpd mean.,median imputation + missingness indicator when needed + LightGBM splits,higher -> more risk,"More arrears, burden, utilization, refusals, or missingness should raise risk.",higher -> less risk,0.002228445018894196,0.0,0.002228445018894196,671.647632598877,0.0,671.647632598877,50,0.06035510655364537,0.0,-0.34600376123785126,0.04037717057226664,-0.0015039509089243034,0.5082081062690924,{},0.0007146958691890087,0.0010844361387925086,Tier 4 - residual,POS_DPD_SUM,0.9986280213606262,Spearman rho,"[{""feature"": ""POS_DPD_SUM"", ""absolute_association"": 0.998628, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MAX"", ""absolute_association"": 0.997874, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MONTH_RATE"", ""absolute_association"": 0.996734, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_MONTH_COUNT"", ""absolute_association"": 0.994636, ""method"": ""Spearman rho""}, {""feature"": ""POS_DPD_DEF_MEAN"", ""absolute_association"": 0.797888, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
145,BASEMENTAREA_MODE,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> more risk,0.0022240065247119047,0.0,0.0022240065247119047,637.9608068466187,0.0,637.9608068466187,62,0.5875951178268694,0.0,0.7035783279885328,-0.015753229541068822,0.009190441278352057,-1.1789234803539224,{},0.000713272377278458,0.0010300456973260496,Tier 4 - residual,BASEMENTAREA_MEDI,0.9643426599710522,Spearman rho,"[{""feature"": ""BASEMENTAREA_MEDI"", ""absolute_association"": 0.964343, ""method"": ""Spearman rho""}, {""feature"": ""BASEMENTAREA_AVG"", ""absolute_association"": 0.96064, ""method"": ""Spearman rho""}, {""feature"": ""LIVINGAREA_MODE"", ""absolute_association"": 0.698711, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_MODE"", ""absolute_association"": 0.686683, ""method"": ""Spearman rho""}, {""feature"": ""LIVINGAREA_MEDI"", ""absolute_association"": 0.669542, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
146,LANDAREA_MEDI,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,mixed / weak marginal direction,0.0021034593340576277,1.6304686100961247e-05,0.002119764020158589,599.284779548645,6.976799964904785,606.2615795135498,55,0.5957682051726755,-3.352031306848286e-05,0.11722910094376983,-0.005321399234145331,0.007258412554916866,-0.3727316278184886,{},0.0006798402365855093,0.000978864414130328,Tier 4 - residual,LANDAREA_AVG,0.9961775019828459,Spearman rho,"[{""feature"": ""LANDAREA_AVG"", ""absolute_association"": 0.996178, ""method"": ""Spearman rho""}, {""feature"": ""LANDAREA_MODE"", ""absolute_association"": 0.968679, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
147,OBS_30_CNT_SOCIAL_CIRCLE,Application financial,numeric,How many observation of client's social surroundings with observable 30 DPD (days past due) default,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> more risk,0.00211506866551934,0.0,0.00211506866551934,532.8491010665894,0.0,532.8491010665894,46,0.003338608624016303,0.0,0.49936877554408526,0.0030739039138195983,0.004143594669592154,0.2969090355320045,{},0.0006783343656591027,0.0008603332963205885,Tier 4 - residual,OBS_60_CNT_SOCIAL_CIRCLE,0.9975010075431574,Spearman rho,"[{""feature"": ""OBS_60_CNT_SOCIAL_CIRCLE"", ""absolute_association"": 0.997501, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
148,LIVINGAREA_AVG,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.0018237872151909318,0.0002341935669070333,0.002057980782097965,768.8053956031799,28.25529956817627,797.0606951713562,67,0.503154334771392,0.0004675088154210402,-0.33728137975948075,-0.0339730673671756,-0.0038596372152413395,-2.3349720853147358,{},0.0006600254219265593,0.001286926925224665,Tier 4 - residual,LIVINGAREA_MEDI,0.9953424390796124,Spearman rho,"[{""feature"": ""LIVINGAREA_MEDI"", ""absolute_association"": 0.995342, ""method"": ""Spearman rho""}, {""feature"": ""LIVINGAREA_MODE"", ""absolute_association"": 0.963332, ""method"": ""Spearman rho""}, {""feature"": ""TOTALAREA_MODE"", ""absolute_association"": 0.937771, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_AVG"", ""absolute_association"": 0.906853, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_MEDI"", ""absolute_association"": 0.90199, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
149,INST_SHORTFALL_SUM,Installment repayments,numeric,Installment repayments aggregate: shortfall sum.,median imputation + missingness indicator when needed + LightGBM splits,higher -> more risk,"More arrears, burden, utilization, refusals, or missingness should raise risk.",higher -> more risk,0.0019814921479497727,0.0,0.0019814921479497727,890.6291699409485,0.0,890.6291699409485,81,0.05263728402020509,0.0,0.2792930537601998,0.041875834903875385,0.0014906363221155843,2.4761372997711666,{},0.0006354943653368171,0.0014380017307729495,Tier 4 - residual,INST_SHORTFALL_MEAN,0.9802961239293079,Spearman rho,"[{""feature"": ""INST_SHORTFALL_MEAN"", ""absolute_association"": 0.980296, ""method"": ""Spearman rho""}, {""feature"": ""INST_SHORT_PAYMENT_COUNT"", ""absolute_association"": 0.979842, ""method"": ""Spearman rho""}, {""feature"": ""INST_SHORTFALL_MAX"", ""absolute_association"": 0.977899, ""method"": ""Spearman rho""}, {""feature"": ""INST_SHORT_PAYMENT_RATE"", ""absolute_association"": 0.950421, ""method"": ""Spearman rho""}, {""feature"": ""INST_LATE_PAYMENT_COUNT"", ""absolute_association"": 0.848548, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
150,LIVINGAPARTMENTS_AVG,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.0017354652064829768,0.0002127311973107452,0.0019481964037937221,435.1813688278198,27.213199615478516,462.39456844329834,42,0.6845882021375767,0.000444614544720967,-0.6731070665981097,-0.0258841901426958,-0.008889681831044497,-1.3665178113130074,{},0.0006248159188828356,0.0007465780508464153,Tier 4 - residual,LIVINGAPARTMENTS_MEDI,0.9952809867140104,Spearman rho,"[{""feature"": ""LIVINGAPARTMENTS_MEDI"", ""absolute_association"": 0.995281, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_AVG"", ""absolute_association"": 0.976029, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_MEDI"", ""absolute_association"": 0.968586, ""method"": ""Spearman rho""}, {""feature"": ""LIVINGAPARTMENTS_MODE"", ""absolute_association"": 0.966716, ""method"": ""Spearman rho""}, {""feature"": ""APARTMENTS_MODE"", ""absolute_association"": 0.931145, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
151,FLAG_DOCUMENT_18,Application documents,numeric,Did client provide document 18,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.0018781107527042836,0.0,0.0018781107527042836,238.78089141845703,0.0,238.78089141845703,23,0.0,,-0.15512234712146342,-0.009875055950952769,-0.12501203985051496,-3.0038188840870763,{},0.0006023383953638127,0.0003855334484025661,Tier 4 - residual,,,,[],low measured redundancy; not a demonstrated substitute
152,YEARS_BUILD_MODE,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.001865203278976268,0.0,0.001865203278976268,513.6056632995605,0.0,513.6056632995605,47,0.6667895159017495,0.0,-0.4371957909716727,-0.02879290638800874,-0.008317500648815488,-1.92323572260346,{},0.0005981987742033786,0.0008292630172988002,Tier 4 - residual,YEARS_BUILD_MEDI,0.9891497842443406,Spearman rho,"[{""feature"": ""YEARS_BUILD_MEDI"", ""absolute_association"": 0.98915, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BUILD_AVG"", ""absolute_association"": 0.988637, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BEGINEXPLUATATION_MODE"", ""absolute_association"": 0.979587, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BEGINEXPLUATATION_MEDI"", ""absolute_association"": 0.975302, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BEGINEXPLUATATION_AVG"", ""absolute_association"": 0.97504, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
153,CC_DPD_MONTH_COUNT,Credit card history,numeric,Credit card history aggregate: dpd month count.,median imputation + missingness indicator when needed + LightGBM splits,higher -> more risk,"More arrears, burden, utilization, refusals, or missingness should raise risk.",higher -> less risk,0.0018504601080555718,0.0,0.0018504601080555718,149.69388937950134,0.0,149.69388937950134,16,0.7222884644568257,0.0,-0.28373227527042355,-0.020736308486453737,-0.003935745768965702,-0.28699127998615265,{},0.0005934704173148619,0.0002416943878316155,Tier 4 - residual,CC_DPD_MONTH_RATE,0.9973018874566291,Spearman rho,"[{""feature"": ""CC_DPD_MONTH_RATE"", ""absolute_association"": 0.997302, ""method"": ""Spearman rho""}, {""feature"": ""CC_DPD_MEAN"", ""absolute_association"": 0.992585, ""method"": ""Spearman rho""}, {""feature"": ""CC_DPD_MAX"", ""absolute_association"": 0.988494, ""method"": ""Spearman rho""}, {""feature"": ""CC_DPD_DEF_MONTH_COUNT"", ""absolute_association"": 0.909304, ""method"": ""Spearman rho""}, {""feature"": ""CC_DPD_DEF_MONTH_RATE"", ""absolute_association"": 0.907929, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
154,NAME_HOUSING_TYPE,Application categorical,categorical,"What is the housing situation of the client (renting, living with parents, ...)",most-frequent imputation + ordinal encoding + LightGBM splits,category-dependent,Risk varies by category; no numeric ordering is assumed.,category-dependent,0.0017980860346743887,0.0,0.0017980860346743887,336.11392974853516,0.0,336.11392974853516,29,0.0,,,,,,"{""eligible_categories"": 6, ""highest_risk_category"": ""With parents"", ""highest_risk_event_rate"": 0.11256190904997748, ""highest_risk_mean_shap"": 0.014582579891756252, ""lowest_risk_category"": ""House / apartment"", ""lowest_risk_event_rate"": 0.07819835680751173, ""lowest_risk_mean_shap"": -0.0009150507027195905}",0.0005766732634336735,0.0005426864839238732,Tier 4 - residual,,,,[],low measured redundancy; not a demonstrated substitute
155,OBS_60_CNT_SOCIAL_CIRCLE,Application financial,numeric,How many observation of client's social surroundings with observable 60 DPD (days past due) default,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> more risk,0.0017745577213156031,0.0,0.0017745577213156031,561.3739624023438,0.0,561.3739624023438,47,0.003338608624016303,0.0,0.17071002060183166,0.00367577376137224,0.0021493072784018108,0.349177543630666,{},0.0005691273790955206,0.0009063892771432162,Tier 4 - residual,OBS_30_CNT_SOCIAL_CIRCLE,0.9975010075431574,Spearman rho,"[{""feature"": ""OBS_30_CNT_SOCIAL_CIRCLE"", ""absolute_association"": 0.997501, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
156,AMT_REQ_CREDIT_BUREAU_YEAR,Application credit enquiries,numeric,Number of enquiries to Credit Bureau about the client one day year (excluding last 3 months before application),median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,mixed / weak marginal direction,0.0017546145133368882,0.0,0.0017546145133368882,340.50707960128784,0.0,340.50707960128784,31,0.13432479892470786,0.0,-0.10991436412367278,0.01897171669994336,-0.00028307389695278495,1.2078417614340087,{},0.0005627312920303627,0.0005497796235885242,Tier 4 - residual,PREV_CASH_LOAN_COUNT,0.6490978213609476,Spearman rho,"[{""feature"": ""PREV_CASH_LOAN_COUNT"", ""absolute_association"": 0.649098, ""method"": ""Spearman rho""}, {""feature"": ""PREV_APPLICATION_COUNT"", ""absolute_association"": 0.608067, ""method"": ""Spearman rho""}, {""feature"": ""PREV_UNIQUE_APPLICATION_COUNT"", ""absolute_association"": 0.608067, ""method"": ""Spearman rho""}, {""feature"": ""PREV_RECENT_24M_COUNT"", ""absolute_association"": 0.578401, ""method"": ""Spearman rho""}, {""feature"": ""PREV_CANCELED_COUNT"", ""absolute_association"": 0.569616, ""method"": ""Spearman rho""}]","related signal, but too weak to treat as a substitute"
157,PREV_RECENT_24M_COUNT,Previous applications,numeric,Previous applications aggregate: recent 24m count.,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,A larger count can mean deeper history or greater credit exposure; composition and recency matter.,higher -> more risk,0.0017445098045586827,0.0,0.0017445098045586827,562.0566000938416,0.0,562.0566000938416,47,0.054328267608992564,0.0,0.7143243442185393,0.03347246570699684,0.0039914996415150806,2.370612274968585,{},0.0005594905597879647,0.0009074914577308224,Tier 4 - residual,PREV_RECENT_12M_COUNT,0.805458686036908,Spearman rho,"[{""feature"": ""PREV_RECENT_12M_COUNT"", ""absolute_association"": 0.805459, ""method"": ""Spearman rho""}, {""feature"": ""PREV_APPLICATION_COUNT"", ""absolute_association"": 0.742261, ""method"": ""Spearman rho""}, {""feature"": ""PREV_UNIQUE_APPLICATION_COUNT"", ""absolute_association"": 0.742261, ""method"": ""Spearman rho""}, {""feature"": ""PREV_CANCELED_COUNT"", ""absolute_association"": 0.732825, ""method"": ""Spearman rho""}, {""feature"": ""PREV_DAYS_SINCE_DECISION_MIN"", ""absolute_association"": 0.728135, ""method"": ""Spearman rho""}]",partial substitute candidate; important interactions may still differ
158,FLAG_DOCUMENT_16,Application documents,numeric,Did client provide document 16,median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,higher -> less risk,0.001733767542581923,0.0,0.001733767542581923,102.42791938781738,0.0,102.42791938781738,12,0.0,,-0.16928182806633996,-0.013170815255684079,-0.09058135266561221,-3.6545934839119303,{},0.0005560453546357434,0.00016537918398621442,Tier 4 - residual,,,,[],low measured redundancy; not a demonstrated substitute
159,YEARS_BUILD_AVG,Application property,numeric,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",median imputation + missingness indicator when needed + LightGBM splits,context-dependent,No defensible monotonic sign follows from the field alone.,mixed / weak marginal direction,0.001469166705060685,0.0002597021722374824,0.0017288688772981674,318.2560091018677,43.666099548339844,361.9221086502075,33,0.6667895159017495,0.0005932417028064809,0.01842136887646286,-0.029171324819296848,0.008892047885446664,-1.9897982956604583,{},0.0005544742789245836,0.0005843561340782281,Tier 4 - residual,YEARS_BUILD_MEDI,0.9983391509166388,Spearman rho,"[{""feature"": ""YEARS_BUILD_MEDI"", ""absolute_association"": 0.998339, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BUILD_MODE"", ""absolute_association"": 0.988637, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BEGINEXPLUATATION_AVG"", ""absolute_association"": 0.986044, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BEGINEXPLUATATION_MEDI"", ""absolute_association"": 0.983925, ""method"": ""Spearman rho""}, {""feature"": ""YEARS_BEGINEXPLUATATION_MODE"", ""absolute_association"": 0.9693, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
160,BB_DELINQUENT_MONTHS,Bureau monthly status,numeric,Bureau monthly status aggregate: delinquent months.,median imputation + missingness indicator when needed + LightGBM splits,higher -> more risk,"More arrears, burden, utilization, refusals, or missingness should raise risk.",higher -> less risk,0.0003974355848454135,0.001273609299444833,0.0016710448842902465,104.36525011062622,24.80199956893921,129.16724967956543,13,0.6979209573568625,0.0023428116280095265,-0.7644126380460706,0.05498715621860882,-0.002493687631328517,3.355323353950884,{},0.0005359292537647157,0.00020855226267820547,Tier 4 - residual,BB_DELINQUENT_MONTH_RATE,0.9801602124890298,Spearman rho,"[{""feature"": ""BB_DELINQUENT_MONTH_RATE"", ""absolute_association"": 0.98016, ""method"": ""Spearman rho""}, {""feature"": ""BB_MAX_DELINQUENCY_LEVEL"", ""absolute_association"": 0.977015, ""method"": ""Spearman rho""}, {""feature"": ""BB_RECENT_12M_DELINQUENT_MONTHS"", ""absolute_association"": 0.678324, ""method"": ""Spearman rho""}]",high redundancy candidate; validate with grouped ablation before removing
